id,creationTimeSeconds,commentatorHandle,locale,text,rating
1212812,1730053064,unalive,en,"<div class=""ttypography""><p>qp</p></div>",-82
1212899,1730069163,Barakat.,en,"<div class=""ttypography""><p>dp</p></div>",0
1212943,1730090335,deepdblm,en,"<div class=""ttypography""><p>I got a question, the penalty of time i.e. 10 minutes is the format of div. 3 and it is in this contest which is div. 2 so will the hacks have -ve points on unsuccessful attempts?</p></div>",0
1212954,1730092464,BiggestOtaku,en,"<div class=""ttypography""><p>pp</p></div>",-1
1212955,1730092538,bihnehminduh,en,"<div class=""ttypography""><p>glhf</p></div>",0
1212956,1730092555,_Robi,en,"<div class=""ttypography""><p>If I get minus again in this contest,I will leave CP.</p></div>",19
1212957,1730092570,_Robi,en,"<div class=""ttypography""><p>qq</p></div>",-10
1212958,1730092677,BiggestOtaku,en,"<div class=""ttypography""><p>No, hacks are done after contest ends so there is no penalty</p></div>",0
1212967,1730095322,deepdblm,en,"<div class=""ttypography""><p>but it is written 12 hours hacking phase</p></div>",0
1212976,1730098301,dark111,en,"<div class=""ttypography""><p>12 hours after the contest ends</p></div>",0
1213053,1730114423,g_x_j,en,"<div class=""ttypography""><p>bd</p></div>",37
1213056,1730115166,Vitaly503,en,"<div class=""ttypography""><p>Did you know that 95% of people leave codeforces before their biggest delta ever?</p></div>",111
1213057,1730115257,Equation_Tracker,en,"<div class=""ttypography""><p>cp</p></div>",-11
1213058,1730115414,Equation_Tracker,en,"<div class=""ttypography""><p>That's why I am still CPing after getting $$$-35$$$ and $$$-8$$$ in a row. (Got $$$+4$$$ is the last contest :))</p></div>",1
1213069,1730116838,longdue,en,"<div class=""ttypography""><p>CP is not for rating just telling you, be better you will be higher rated. Its a hard skill, keep practicing. </p></div>",0
1213071,1730117397,sleepyAdarsh,en,"<div class=""ttypography""><p>I am still going to give this contest although got -102 :( in last contest</p></div>",-1
1213073,1730117569,picoton,en,"<div class=""ttypography""><p>only -43? lol</p></div>",0
1213081,1730119156,wltt,en,"<div class=""ttypography""><p>Don't leave! I'll touch your acc and help you.</p></div>",9
1213082,1730119175,AliiM,en,"<div class=""ttypography""><p>gg</p></div>",-11
1213083,1730119198,stakudog,en,"<div class=""ttypography""><p>100% actually, even tourist</p></div>",-5
1213092,1730119990,pratyush_24,en,"<div class=""ttypography""><p>help me also!!</p></div>",0
1213094,1730120095,wltt,en,"<div class=""ttypography""><p>Are you planning to leave CP too? :(</p></div>",0
1213096,1730120906,_Robi,en,"<div class=""ttypography""><p>Yes, I need your help! :((</p></div>",0
1213099,1730121346,kagelov,en,"<div class=""ttypography""><p>I haven't lately been able to see any of the other users' submissions. Everything I see is &quot;N/A&quot; for source code, even for problems I have solved. Any solution to this very annoying issue? Thanks!</p></div>",1
1213109,1730122554,CaveNightingale,en,"<div class=""ttypography""><p>lol. I solved $$$1$$$ problem and got $$$-253$$$ in a contest <a href=""https://codeforces.com/submissions/CaveNightingale/contest/1930"">CF1930</a></p></div>",5
1213120,1730123686,Equation_Tracker,en,"<div class=""ttypography""><p>Thanks. You guys motivated me.</p><p><strong>Edit:</strong> Motivation overloaded :). Lost $$$37$$$ in the last round (Solved only one question which is worse than my first ever contest in CF)</p></div>",0
1213121,1730123823,Marubozu_,en,"<div class=""ttypography""><p>cf</p></div>",-11
1213124,1730124247,brave-kid,en,"<div class=""ttypography""><p>Today is my debut contest with Rainboy strategy , gonna start from $$$D$$$</p></div>",1
1213125,1730124291,pirate__hunter,en,"<div class=""ttypography""><p>-59 in the last 3 contests 😎</p></div>",0
1213130,1730124814,minuki646,en,"<div class=""ttypography""><p>take a rest/leave when it's no longer feels good. Comeback when you feel it or just leave it be.</p></div>",0
1213133,1730125186,sleepyAdarsh,en,"<div class=""ttypography""><p>get ready for -250 XD jk bro all the best hope u do best</p></div>",0
1213135,1730125339,kovid17,en,"<div class=""ttypography""><p>hmm.. brave-kid ohhh ok!</p></div>",0
1213138,1730125526,bjjvsrjjt,en,"<div class=""ttypography""><p>-140 and -54 in a row :(, for me</p></div>",0
1213141,1730125607,sarodesparsh,en,"<div class=""ttypography""><p>As a contestant, I wish to test the problems live</p></div>",-2
1213143,1730125935,sarodesparsh,en,"<div class=""ttypography""><p>Can confirm, <a class=""rated-user user-violet"" href=""/profile/wltt"" title=""Кандидат в мастера wltt"">wltt</a> touching my account helped me</p></div>",0
1213144,1730125959,pratyush_24,en,"<div class=""ttypography""><p><em>-</em></p></div>",10
1213145,1730125967,i3mr125,en,"<div class=""ttypography""><p>It's extended ICPC rules, it's not beneficial to do this.</p></div>",0
1213149,1730127372,thietgia3452002,en,"<div class=""ttypography""><p>Doing contest, problem B feels weird AF so imma skip it. Please correct me if it's skill issue.</p></div>",0
1213167,1730132794,fluxx,en,"<div class=""ttypography""><p>Haha, I broke your silly chain.</p></div>",-8
1213170,1730133343,DuongForeverAlone,en,"<div class=""ttypography""><p>$$$A$$$ is hard ._.</p></div>",8
1213171,1730133360,Violet___Evergarden,en,"<div class=""ttypography""><p>What the hell is this Problem B? </p></div>",4
1213172,1730133376,kmth.7z,en,"<div class=""ttypography""><p>took 2 minutes for A and 2 hours for B</p><p>hardest B i've ever seen fr</p></div>",11
1213173,1730133407,d.o.,en,"<div class=""ttypography""><p>how to solve E?</p></div>",0
1213174,1730133408,Chess.Master,en,"<div class=""ttypography""><p>It's too standard problem, Just Binary Search the possible values of K, Solve more problems and you will find that it's a very common standard problem.</p></div>",-1
1213175,1730133412,sarodesparsh,en,"<div class=""ttypography""><p>B?!!!! Why is n &lt; 2000? Is it really n^2 for odd n? How to solve B?</p></div>",3
1213178,1730133420,Subarna1,en,"<div class=""ttypography""><p>What is the solution for B?</p></div>",0
1213177,1730133420,louisjohns32,en,"<div class=""ttypography""><p>c's gonna make me cry when i see the case im failing on</p></div>",3
1213179,1730133438,the_last_smilodon,en,"<div class=""ttypography""><p>Actually I found A harder than B.</p></div>",1
1213180,1730133444,Chess.Master,en,"<div class=""ttypography""><p>How to solve D? Is it a Segment Tree?</p></div>",-5
1213181,1730133445,Shoeib,en,"<div class=""ttypography""><p>please don't write problems like B again</p></div>",8
1213182,1730133449,ducksson,en,"<div class=""ttypography""><p>after the contest, i felt like it is somehow harder than the last div1+2</p></div>",5
1213183,1730133451,i3mr125,en,"<div class=""ttypography""><p>Many low-rated people solved D in the last 15 minutes, I don't know if it's my skill issue but I don't think it is an easy problem. So please skip those who cheated.</p></div>",4
1213184,1730133470,shviv1,en,"<div class=""ttypography""><p>I attempted only the first two problems and found both of them weird, or maybe I am making some blunders; I don't know.</p></div>",0
1213185,1730133478,SuperMo,en,"<div class=""ttypography""><p>couldn't solve any thing I'm mad but at least the problems are not guessing problem </p></div>",3
1213186,1730133479,123gjweq2,en,"<div class=""ttypography""><p>fr</p></div>",-3
1213187,1730133503,i3mr125,en,"<div class=""ttypography""><p>Actually, I think it's a very good and tricky problem. No one on my friends list got it on the first try.</p></div>",0
1213188,1730133505,minuki646,en,"<div class=""ttypography""><p>&quot;black circles&quot; flashbacks... <a href=""/contest/2002/problem/C"">2002C - Чёрные круги</a></p></div>",0
1213189,1730133532,retard.,en,"<div class=""ttypography""><p>I mean I like prefix sums, but prefix sums of prefix sums of prefix sums is too much man.</p></div>",33
1213191,1730133546,vivekananda1001,en,"<div class=""ttypography""><p>Ahh, so it's not just me? I literally have NO idea how people managed to come up with B's solution in such less time :(</p></div>",0
1213192,1730133553,alpha1215,en,"<div class=""ttypography""><p>AC D at 1:59 :)</p></div>",-1
1213193,1730133564,DuongForeverAlone,en,"<div class=""ttypography""><p>I saw lots of max flow solutions.</p></div>",0
1213194,1730133584,sarodesparsh,en,"<div class=""ttypography""><p>I feel like you either observe the solution instantly for A or you don't at all.</p></div>",1
1213195,1730133587,DuongForeverAlone,en,"<div class=""ttypography""><p>It's just some prefix sum stuffs</p></div>",0
1213196,1730133650,MonoLith,en,"<div class=""ttypography""><p>Yepp just brute force for every index For every index I push a[I] +1 just after a[I] and then check the minimum among all maximum You can see my code </p></div>",-5
1213197,1730133663,nivedkml,en,"<div class=""ttypography""><p>You can binary search for each k from low = 0 and high. = (arr[n-1] — arr[0])</p> <div class=""spoiler""><b class=""spoiler-title"">Code</b><div class=""spoiler-content"" style=""display: none;""><pre><code>#include &lt;bits/stdc++.h&gt;
using namespace std;

#define pii pair&lt;int, int&gt;
typedef long long ll;
typedef long double ld;

const int mod = 1e9 + 7;

bool check (ll k, vector&lt;ll&gt;&amp; a) {
  int n = a.size();
  int cnt = 0;
  for(int i = 1; i &lt; n; i++) {
    if (a[i] - a[i-1] &lt;= k) {
      cnt++;
      i++;
    }
  }
  
  return cnt &gt;= n/2;
}

void solve () {
  int n;
  cin&gt;&gt;n;
  
  vector&lt;ll&gt; a(n);
  for (int i = 0; i &lt; n; i++)
    cin&gt;&gt;a[i];
    
  ll low = 1, high = a[n-1] - a[0];
  
  while (low &lt; high) {
    ll mid = low + (high - low)/2;
    
    if (check(mid, a))
      high = mid;
    else
      low = mid + 1;
  }
  
  cout&lt;&lt;low&lt;&lt;&quot;\n&quot;;
}

int main() 
{
    ios_base::sync_with_stdio(false);
	  cin.tie(NULL);
	  
	  int t;
    cin&gt;&gt;t;
    
    while (t--)
      solve();
}
</code></pre></div></div></div>",0
1213198,1730133667,d.o.,en,"<div class=""ttypography""><p>prefsums + binary search. you can check my sol <a href=""https://codeforces.com/contest/2026/submission/288582700"">https://codeforces.com/contest/2026/submission/288582700</a></p></div>",5
1213199,1730133677,chlalstjr,en,"<div class=""ttypography""><p>AC D at 2:01 :(</p></div>",25
1213200,1730133691,d.o.,en,"<div class=""ttypography""><p>me too, but why them work?</p></div>",0
1213201,1730133701,vitorfariaa,en,"<div class=""ttypography""><p>yeah, for even N you just sort and pair up, and for odd you test all possible Ai that you could pair up with the extra cell</p></div>",0
1213202,1730133718,christmas964,en,"<div class=""ttypography""><p>Thank you very much for contest.</p></div>",0
1213204,1730133733,MonoLith,en,"<div class=""ttypography""><p>I spent close to 38 minutes for problem A and got one wrong on B just in hurry of choices Struggle is real kn geometry problems </p></div>",-7
1213205,1730133738,minuki646,en,"<div class=""ttypography""><p>today D feels like a buffed version of <a href=""/contest/2009/problem/F"" title=""Codeforces Round 971 (Div. 4)"">2009F - Запросы Светлячка</a>.</p><p>Which I regret haven't upsolve the problem yet...</p><p>But idk maybe I'd stuck on this anyway.</p></div>",8
